country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Italy,1955,ITA,48130816.0,362461757440.0,5.27,0.109,73.266,8.328,12.824,58.0,4.525,8.463,1.205,0.16,,1.522,0.202,,28.993,0.602,,,,57.584,1985.135,4752.11,1684.496,,23.973,3040.652,219.082,,,,,,6.797,0.141,1.989,2.702,-15.266,-0.317,43.23,0.898,15.851,0.329,32.207,0.669,,,,4.905,0.984,0.398,0.661,4.267,0.748,0.663,0.771,,0.331,0.667,0.581,,,1.242,-0.214,1.401,,0.583,0.001,0.001,0.003,0.0,130.037,95.73,,
Italy,1956,ITA,48401948.0,378893139968.0,5.604,0.116,83.475,10.209,13.934,61.008,3.007,5.185,1.26,0.161,,1.725,0.22,,30.979,0.64,,,,63.188,2068.61,4813.118,1715.475,,32.36,3018.185,257.587,,,,,,8.387,0.173,2.22,2.876,-22.467,-0.464,44.694,0.923,16.493,0.341,38.505,0.796,,,,4.811,1.053,0.403,0.672,4.311,0.757,0.658,0.769,,0.413,0.652,0.64,,,1.428,-0.311,1.541,,0.588,0.001,0.002,0.003,0.0,139.214,107.446,,
Italy,1957,ITA,48657023.0,401226760192.0,5.906,0.121,87.078,3.603,4.316,59.492,-1.516,-2.485,1.223,0.148,,1.79,0.217,,29.887,0.614,,,,69.094,2155.688,4872.61,1745.362,,41.707,2990.599,299.525,,,,,,9.347,0.192,2.312,2.944,-27.586,-0.567,46.088,0.947,17.162,0.353,41.938,0.862,,,,4.823,1.064,0.384,0.637,4.35,0.766,0.652,0.766,,0.492,0.636,0.699,,,1.445,-0.377,1.606,,0.593,0.001,0.002,0.003,0.0,143.243,112.511,,
Italy,1958,ITA,48927097.0,422722928640.0,6.338,0.13,87.598,0.52,0.598,54.502,-4.99,-8.388,1.114,0.129,,1.79,0.207,,27.001,0.552,,,,75.432,2243.287,4927.112,1772.363,,51.41,2957.502,344.081,,,,,,9.703,0.198,2.34,2.955,-33.097,-0.676,47.476,0.97,17.844,0.365,44.556,0.911,,,,4.887,1.041,0.349,0.567,4.391,0.774,0.646,0.762,,0.56,0.619,0.755,,,1.375,-0.46,1.639,,0.598,0.001,0.002,0.003,0.0,144.565,114.489,,
Italy,1959,ITA,49219449.0,449036156928.0,7.12,0.145,94.085,6.486,7.404,35.764,-18.738,-34.38,0.727,0.08,,1.912,0.21,,26.011,0.528,,,,82.552,2337.371,4962.876,1798.374,,62.874,2899.182,393.571,,,,,,11.465,0.233,2.49,2.896,-58.321,-1.185,49.012,0.996,18.524,0.376,49.49,1.005,,,,4.902,1.063,0.215,0.525,4.431,0.782,0.637,0.757,,0.632,0.598,0.812,,,1.512,-0.753,1.708,,0.602,0.001,0.002,0.003,0.0,142.545,122.558,,
Italy,1960,ITA,49514555.0,473363382272.0,7.915,0.16,109.203,15.118,16.069,58.226,22.462,62.805,1.176,0.123,,2.205,0.231,,27.883,0.563,,,,90.467,2446.574,5021.101,1826.257,,74.954,2848.204,454.895,,,,,,12.08,0.244,2.816,3.282,-50.978,-1.03,50.758,1.025,19.187,0.388,61.324,1.239,,,,5.029,1.163,0.362,0.541,4.477,0.794,0.631,0.753,,0.695,0.579,0.882,,,1.447,-0.76,1.965,,0.608,0.001,0.002,0.003,0.0,162.494,139.422,,
Italy,1961,ITA,49815254.0,513214676992.0,8.911,0.179,124.375,15.172,13.893,80.306,22.081,37.923,1.612,0.156,,2.497,0.242,,30.169,0.606,,,,99.379,2570.949,5101.407,1856.426,,87.756,2804.135,527.388,,,,,,12.802,0.257,3.14,3.704,-44.069,-0.885,52.348,1.051,20.418,0.41,72.492,1.455,,,,5.429,1.321,0.495,0.61,4.549,0.809,0.628,0.75,,0.753,0.562,0.961,,,1.451,-0.646,2.19,,0.615,0.001,0.002,0.003,0.0,184.501,156.402,,
Italy,1962,ITA,50170591.0,553275686912.0,9.969,0.199,146.255,21.88,17.592,101.509,21.203,26.403,2.023,0.183,,2.915,0.264,,31.873,0.635,,,,109.348,2717.204,5202.917,1888.299,,101.156,2759.39,618.401,,,,,,13.399,0.267,3.593,4.134,-44.746,-0.892,53.252,1.061,21.17,0.422,91.014,1.814,,,,5.652,1.5,0.631,0.647,4.631,0.83,0.628,0.748,,0.801,0.546,1.058,,,1.385,-0.707,2.557,,0.624,0.001,0.002,0.003,0.0,207.421,180.273,,
Italy,1963,ITA,50570978.0,592671539200.0,10.917,0.216,164.556,18.301,12.513,119.991,18.481,18.207,2.373,0.202,,3.254,0.278,,32.744,0.647,,,,120.265,2881.76,5322.908,1921.044,,114.774,2714.824,725.677,,,,,,13.619,0.269,3.967,4.439,-44.565,-0.881,53.671,1.061,21.587,0.427,107.276,2.121,,,,5.87,1.603,0.73,0.641,4.722,0.853,0.63,0.746,,0.839,0.531,1.166,,,1.301,-0.723,2.82,,0.634,0.001,0.002,0.003,0.0,224.507,200.621,,
Italy,1964,ITA,51019579.0,615796768768.0,11.288,0.221,175.721,11.165,6.785,134.041,14.05,11.709,2.627,0.218,,3.444,0.285,,27.781,0.545,,,,131.553,3057.481,5456.949,1948.825,,129.079,2673.144,848.025,,,,,,14.305,0.28,4.19,4.672,-41.68,-0.817,53.958,1.058,22.263,0.436,122.347,2.398,,,,5.476,1.623,0.803,0.533,4.778,0.877,0.634,0.741,,0.871,0.517,1.278,,,1.241,-0.711,2.98,,0.644,0.001,0.002,0.004,0.0,238.34,213.759,,
Italy,1965,ITA,51480733.0,629615755264.0,10.227,0.199,189.528,13.807,7.858,148.728,14.687,10.957,2.889,0.236,0.16,3.682,0.301,0.204,30.536,0.593,,,,141.78,3247.01,5605.677,1979.361,,143.585,2632.344,982.284,,18044.91,1.475,,,14.506,0.282,4.461,4.963,-40.8,-0.793,56.686,1.101,23.69,0.46,134.26,2.608,,,928.462,4.725,1.676,0.878,0.577,4.774,0.902,0.639,0.738,,0.894,0.504,1.388,,,1.179,-0.725,3.044,,0.654,0.001,0.002,0.004,0.0,255.478,229.641,,
Italy,1966,ITA,51919066.0,662465740800.0,11.081,0.213,213.982,24.454,12.902,175.944,27.216,18.299,3.389,0.266,0.174,4.121,0.323,0.212,31.672,0.61,,,,152.861,3460.992,5781.621,2011.032,,159.424,2594.306,1137.675,,19434.357,1.522,,,15.839,0.305,4.936,5.469,-38.038,-0.733,58.628,1.129,24.553,0.473,155.39,2.993,,,1008.304,4.755,1.804,1.03,0.592,4.773,0.931,0.646,0.735,,0.916,0.491,1.506,,,1.182,-0.728,3.265,,0.666,0.002,0.002,0.004,0.0,283.953,256.274,,
Italy,1967,ITA,52338335.0,709741838336.0,12.978,0.248,234.13,20.147,9.415,200.447,24.502,13.926,3.83,0.282,0.184,4.473,0.33,0.214,35.181,0.672,,,,165.839,3695.122,5982.068,2046.214,,176.725,2560.623,1306.344,,20881.268,1.539,,,17.301,0.331,5.323,5.917,-33.683,-0.644,60.635,1.159,25.391,0.485,168.67,3.223,,,1091.974,5.41,1.913,1.136,0.669,4.817,0.963,0.655,0.734,,0.938,0.48,1.621,,,1.207,-0.624,3.324,,0.679,0.002,0.002,0.004,0.0,309.7,278.586,,
Italy,1968,ITA,52712156.0,768994508800.0,14.563,0.276,249.172,15.042,6.425,211.489,11.042,5.509,4.012,0.275,0.179,4.727,0.324,0.211,32.752,0.621,,,,180.401,3944.294,6193.557,2078.966,,196.947,2522.94,1487.98,,22407.145,1.534,,,20.222,0.384,5.61,6.165,-37.683,-0.715,62.515,1.186,26.3,0.499,181.635,3.446,,,1179.984,5.704,1.931,1.16,0.616,4.878,0.994,0.665,0.732,,0.966,0.468,1.728,,,1.297,-0.707,3.285,,0.693,0.002,0.002,0.004,0.0,324.976,295.707,,
Italy,1969,ITA,53060142.0,812977618944.0,15.493,0.292,269.661,20.489,8.223,232.76,21.271,10.058,4.387,0.286,0.183,5.082,0.332,0.212,32.906,0.62,,,,195.894,4213.955,6426.317,2111.872,,219.294,2486.039,1686.895,,23962.209,1.562,,,22.347,0.421,5.999,6.698,-36.901,-0.695,65.738,1.239,27.463,0.518,198.915,3.749,,,1270.033,5.725,1.959,1.188,0.596,4.936,1.026,0.676,0.729,,0.992,0.457,1.832,,,1.308,-0.632,3.327,,0.707,0.002,0.002,0.004,0.0,355.415,318.307,,
Italy,1970,ITA,53390231.0,831317737472.0,16.347,0.306,296.365,26.704,9.903,202.418,-30.342,-13.036,3.791,0.243,0.144,5.551,0.356,0.211,32.881,0.616,,,,212.241,4510.32,6628.735,2144.753,,241.366,2392.093,1911.96,,26294.406,1.687,,,22.072,0.413,6.358,6.675,-93.946,-1.76,60.67,1.136,26.581,0.498,225.065,4.215,,,1402.124,5.671,1.989,0.983,0.577,4.986,1.06,0.683,0.726,,1.01,0.435,1.933,,,1.233,-1.65,3.31,,0.718,0.002,0.003,0.005,0.0,356.398,339.44,,
Italy,1971,ITA,53707790.0,846968258560.0,15.562,0.29,311.049,14.685,4.955,225.948,23.53,11.625,4.207,0.267,0.153,5.792,0.367,0.211,30.708,0.572,,,,227.803,4821.369,6854.683,2175.461,,266.42,2306.992,2151.684,,27523.545,1.743,,,25.054,0.466,6.689,7.077,-85.101,-1.585,63.605,1.184,26.169,0.487,239.725,4.463,,,1476.256,5.134,2.006,1.096,0.539,4.996,1.093,0.691,0.723,,1.032,0.415,2.028,,,1.296,-1.663,3.329,,0.732,0.002,0.003,0.005,0.0,380.082,359.252,,
Italy,1972,ITA,54067562.0,871751811072.0,16.211,0.3,328.237,17.188,5.526,245.152,19.204,8.499,4.534,0.281,0.158,6.071,0.377,0.212,29.121,0.539,,,,244.015,5149.606,7099.835,2204.582,,295.369,2223.906,2405.64,,28672.467,1.776,,,28.949,0.535,6.964,7.322,-83.086,-1.537,63.728,1.179,25.946,0.48,253.956,4.697,,,1548.182,5.045,2.023,1.134,0.512,4.999,1.126,0.701,0.719,,1.06,0.397,2.113,,,1.411,-1.541,3.27,,0.744,0.002,0.003,0.005,0.0,395.874,376.512,,
Italy,1973,ITA,54450571.0,928806535168.0,17.411,0.32,353.349,25.112,7.65,278.008,32.856,13.402,5.106,0.299,0.172,6.489,0.38,0.219,29.418,0.54,,,,261.426,5502.955,7377.843,2234.0,,328.067,2148.565,2679.462,,29713.77,1.74,,,32.697,0.6,7.403,7.81,-75.341,-1.384,64.353,1.182,27.245,0.5,273.823,5.029,,,1615.823,5.117,2.068,1.245,0.502,5.007,1.16,0.712,0.715,,1.091,0.38,2.195,,,1.483,-1.437,3.33,,0.757,0.002,0.003,0.005,0.0,425.284,403.073,,
Italy,1974,ITA,54821112.0,972368707584.0,17.233,0.314,358.253,4.904,1.388,286.277,8.269,2.974,5.222,0.294,0.177,6.535,0.368,0.222,31.675,0.578,,,,278.66,5861.208,7664.12,2265.676,,365.132,2076.588,2951.741,,29503.436,1.661,,,37.065,0.676,7.412,7.778,-71.976,-1.313,63.174,1.152,25.689,0.469,272.279,4.967,,,1615.333,5.058,2.106,1.292,0.54,5.01,1.193,0.725,0.712,,1.129,0.364,2.267,,,1.64,-1.401,3.359,,0.77,0.002,0.003,0.005,0.0,426.385,406.334,,
Italy,1975,ITA,55166046.0,951557554176.0,16.081,0.292,341.052,-17.2,-4.801,271.901,-14.376,-5.022,4.929,0.286,0.172,6.182,0.358,0.216,30.605,0.555,,,,294.741,6202.26,7936.021,2296.281,,407.304,2007.437,3203.935,,28702.822,1.662,,,42.173,0.764,7.039,7.376,-69.151,-1.254,62.445,1.132,25.091,0.455,252.193,4.572,,,1581.353,4.729,2.0,1.23,0.507,4.994,1.22,0.735,0.708,,1.177,0.348,2.318,,,1.869,-1.367,3.138,,0.78,0.002,0.003,0.006,0.0,406.903,388.319,,
Italy,1976,ITA,55459414.0,1013301903360.0,16.887,0.305,365.795,24.743,7.255,298.233,26.331,9.684,5.377,0.294,0.179,6.596,0.361,0.219,30.961,0.558,,,,311.628,6568.056,8234.253,2327.242,,458.311,1939.874,3470.875,,30130.736,1.647,,,51.007,0.92,7.471,7.814,-67.563,-1.218,64.121,1.156,25.23,0.455,266.941,4.813,,,1668.908,4.741,2.033,1.293,0.495,4.979,1.248,0.747,0.704,,1.239,0.334,2.365,,,2.136,-1.329,3.126,,0.791,0.002,0.003,0.006,0.0,433.335,414.35,,
Italy,1977,ITA,55714552.0,1042645975040.0,17.572,0.315,354.418,-11.378,-3.11,293.423,-4.81,-1.613,5.267,0.281,0.175,6.361,0.34,0.212,31.368,0.563,,,,329.2,6922.474,8527.677,2358.61,,508.351,1878.88,3726.313,,30087.477,1.606,,,50.04,0.898,7.194,7.577,-60.995,-1.095,63.997,1.149,24.573,0.441,255.438,4.585,,,1674.358,4.712,1.916,1.222,0.489,4.964,1.271,0.757,0.7,,1.289,0.32,2.395,,,2.049,-1.106,2.89,,0.8,0.002,0.004,0.006,0.0,422.146,400.828,,
Italy,1978,ITA,55938969.0,1081497944064.0,17.397,0.311,371.274,16.856,4.756,312.341,18.918,6.447,5.584,0.289,0.182,6.637,0.343,0.216,35.541,0.635,,,,346.597,7293.748,8840.018,2394.151,,560.302,1819.947,3992.697,,30701.777,1.586,,,51.952,0.929,7.482,7.882,-58.933,-1.054,64.025,1.145,26.801,0.479,266.384,4.762,,,1715.524,4.371,1.947,1.276,0.545,4.931,1.293,0.768,0.697,,1.335,0.307,2.423,,,2.036,-1.089,2.909,,0.809,0.002,0.004,0.006,0.0,440.92,418.56,,
Italy,1979,ITA,56132381.0,1142855303168.0,17.683,0.315,385.256,13.982,3.766,328.156,15.815,5.063,5.846,0.287,0.185,6.863,0.337,0.218,40.128,0.715,,,,364.28,7679.003,9168.173,2434.279,,611.181,1762.847,4269.263,,31552.404,1.548,,,50.878,0.906,7.705,8.092,-57.1,-1.017,64.464,1.148,27.036,0.482,276.566,4.927,,,1769.165,4.378,1.965,1.351,0.588,4.901,1.316,0.78,0.695,,1.368,0.295,2.453,,,1.891,-1.218,2.982,,0.818,0.002,0.004,0.007,0.0,454.236,432.507,,
Italy,1980,ITA,56412088.0,1183161647104.0,18.597,0.33,386.433,1.178,0.306,331.575,3.419,1.042,5.878,0.28,0.192,6.85,0.327,0.224,44.913,0.796,,,,382.877,8065.436,9499.748,2479.192,,663.422,1707.989,4539.945,,30601.963,1.457,,,52.241,0.926,7.671,8.046,-54.858,-0.972,64.165,1.137,26.095,0.463,270.682,4.798,,,1723.793,4.577,1.983,1.356,0.641,4.884,1.338,0.792,0.694,,1.399,0.284,2.481,,,1.894,-1.104,3.025,,0.827,0.002,0.004,0.007,0.0,453.894,432.723,,
Italy,1981,ITA,56646753.0,1188868915200.0,18.295,0.323,375.3,-11.133,-2.881,323.042,-8.532,-2.573,5.703,0.272,0.191,6.625,0.316,0.222,47.771,0.843,,,,401.172,8440.736,9822.791,2526.963,,713.872,1655.731,4798.729,,29852.1,1.42,,,50.45,0.891,7.424,7.798,-52.258,-0.923,63.595,1.123,25.416,0.449,258.785,4.568,,,1687.626,4.503,1.973,1.354,0.683,4.865,1.357,0.802,0.693,,1.421,0.273,2.505,,,1.805,-1.082,3.027,,0.835,0.002,0.004,0.007,0.0,441.754,420.557,,
Italy,1982,ITA,56719179.0,1194202234880.0,17.297,0.305,366.879,-8.421,-2.244,313.224,-9.818,-3.039,5.522,0.262,0.189,6.468,0.307,0.222,49.842,0.879,,,,418.469,8807.615,10136.015,2576.805,,766.674,1602.077,5045.667,,29231.549,1.385,,,52.802,0.931,7.245,7.603,-53.655,-0.946,63.84,1.126,24.071,0.424,246.938,4.354,,,1654.092,4.278,1.944,1.338,0.701,4.838,1.374,0.813,0.694,,1.448,0.262,2.524,,,1.933,-1.181,2.96,,0.842,0.002,0.004,0.007,0.001,431.242,410.917,,
Italy,1983,ITA,56766113.0,1208770101248.0,16.88,0.297,358.409,-8.47,-2.309,306.39,-6.834,-2.182,5.397,0.253,0.189,6.314,0.297,0.221,44.481,0.784,,,,435.349,9166.024,10442.405,2621.286,,818.186,1550.057,5291.203,,28606.455,1.34,,,51.512,0.907,7.078,7.395,-52.019,-0.916,61.803,1.089,23.36,0.412,245.536,4.325,,,1619.34,4.083,1.887,1.289,0.609,4.803,1.389,0.821,0.692,,1.469,0.252,2.542,,,1.865,-1.087,2.973,,0.848,0.002,0.004,0.007,0.001,419.808,401.768,,
Italy,1984,ITA,56810354.0,1239849238528.0,16.078,0.283,364.601,6.192,1.728,311.681,5.291,1.727,5.486,0.251,0.19,6.418,0.294,0.222,54.66,0.962,,,,451.427,9530.625,10754.085,2675.946,,879.115,1497.137,5524.138,,29045.279,1.326,,,60.929,1.072,7.18,7.54,-52.92,-0.932,64.566,1.137,24.464,0.431,232.935,4.1,,,1644.551,3.817,1.856,1.233,0.714,4.759,1.403,0.829,0.692,,1.497,0.241,2.552,,,2.023,-0.938,2.798,,0.854,0.002,0.005,0.007,0.001,428.357,407.915,,
Italy,1985,ITA,56855498.0,1274693681152.0,15.428,0.271,368.982,4.381,1.202,318.585,6.905,2.215,5.603,0.25,0.195,6.49,0.289,0.225,59.397,1.045,,,,466.855,9899.608,11072.671,2735.343,,941.619,1446.74,5755.791,,28897.641,1.284,,,62.504,1.099,7.26,7.645,-50.397,-0.886,64.569,1.136,25.345,0.446,231.653,4.074,,,1636.66,3.624,1.817,1.244,0.724,4.711,1.415,0.837,0.693,,1.522,0.231,2.561,,,2.002,-0.953,2.783,,0.859,0.002,0.005,0.008,0.001,434.674,412.762,,
Italy,1986,ITA,56875982.0,1310891966464.0,14.943,0.263,363.188,-5.795,-1.57,314.422,-4.164,-1.307,5.528,0.24,0.187,6.386,0.277,0.216,53.285,0.937,,,,481.798,10262.795,11387.092,2788.628,,1001.25,1397.974,5991.12,,29679.285,1.282,,,59.631,1.048,7.175,7.539,-48.766,-0.857,64.409,1.132,25.966,0.457,235.329,4.138,,,1681.007,3.378,1.762,1.203,0.64,4.654,1.425,0.845,0.692,,1.543,0.221,2.567,,,1.957,-0.882,2.745,,0.863,0.002,0.005,0.008,0.001,428.783,408.085,,
Italy,1987,ITA,56891919.0,1351528480768.0,15.307,0.269,380.099,16.911,4.656,330.835,16.414,5.22,5.815,0.245,0.191,6.681,0.281,0.22,55.624,0.978,,,,497.105,10642.894,11717.927,2844.251,,1067.36,1348.71,6234.178,,30560.299,1.281,,,66.11,1.162,7.586,7.934,-49.263,-0.866,64.377,1.132,32.591,0.573,243.057,4.272,,,1731.074,3.335,1.789,1.244,0.647,4.598,1.435,0.852,0.691,,1.565,0.211,2.576,,,1.998,-0.923,2.812,,0.868,0.002,0.005,0.008,0.001,451.388,431.61,,
Italy,1988,ITA,56928746.0,1403770109952.0,15.378,0.27,385.962,5.864,1.543,338.979,8.144,2.462,5.954,0.241,0.191,6.78,0.275,0.218,52.692,0.926,,,,512.483,11028.855,12056.905,2896.944,,1137.772,1301.727,6481.657,,31298.939,1.264,,,70.412,1.237,7.618,7.952,-46.984,-0.825,64.52,1.133,28.047,0.493,247.48,4.347,,,1773.738,3.185,1.748,1.244,0.592,4.537,1.444,0.86,0.689,,1.587,0.202,2.583,,,2.031,-0.909,2.761,,0.872,0.002,0.005,0.008,0.001,452.688,433.671,,
Italy,1989,ITA,56976750.0,1444197040128.0,15.794,0.277,404.742,18.78,4.866,360.001,21.022,6.202,6.318,0.249,0.197,7.104,0.28,0.222,52.157,0.915,,,,528.277,11433.598,12416.907,2949.101,,1222.106,1256.986,6734.114,,32179.424,1.264,,,84.334,1.48,7.934,8.265,-44.741,-0.785,64.177,1.126,27.347,0.48,252.457,4.431,,,1824.944,3.202,1.808,1.317,0.587,4.481,1.454,0.869,0.687,,1.623,0.194,2.589,,,2.316,-0.903,2.769,,0.876,0.002,0.005,0.008,0.001,470.892,452.048,,
Italy,1990,ITA,57031457.0,1475485368320.0,15.846,0.278,438.207,33.465,8.268,386.786,26.785,7.44,6.782,0.262,0.209,7.684,0.297,0.236,69.58,1.22,566.591,9.935,0.384,544.123,11871.806,12803.692,3018.681,4.048,1311.099,1205.565,6988.936,4.92,32681.436,1.257,4.048,0.071,88.992,1.56,8.509,8.795,-51.421,-0.902,63.857,1.12,27.612,0.484,254.822,4.468,0.086,4.92,1854.886,3.205,1.928,1.396,0.8,4.43,1.468,0.879,0.689,0.049,1.657,0.185,2.595,0.264,1.564,2.338,-1.033,2.757,2.206,0.882,0.002,0.006,0.009,0.001,501.581,485.258,128.384,29.298
Italy,1991,ITA,57075393.0,1509175721984.0,15.692,0.275,437.741,-0.466,-0.106,383.341,-3.445,-0.891,6.716,0.254,0.2,7.67,0.29,0.229,65.966,1.156,560.27,9.816,0.371,559.815,12309.546,13187.034,3084.647,8.028,1405.854,1151.164,7241.235,9.968,33685.176,1.268,3.98,0.07,94.755,1.66,8.501,8.705,-54.4,-0.953,63.114,1.106,26.602,0.466,252.3,4.42,0.088,5.048,1913.132,3.087,1.888,1.361,0.766,4.377,1.479,0.888,0.69,0.095,1.694,0.175,2.595,0.48,1.452,2.45,-1.095,2.6,2.341,0.887,0.002,0.006,0.009,0.001,496.824,485.201,122.528,27.991
Italy,1992,ITA,57124992.0,1531924054016.0,16.427,0.288,437.936,0.195,0.044,380.197,-3.144,-0.82,6.656,0.248,0.2,7.666,0.286,0.23,58.065,1.016,610.764,10.692,0.399,576.242,12747.482,13567.23,3142.712,11.984,1500.312,1093.425,7501.155,15.078,33524.938,1.244,3.956,0.069,94.458,1.654,8.466,8.613,-57.739,-1.011,61.148,1.07,26.131,0.457,259.919,4.55,0.089,5.11,1905.329,3.103,1.944,1.368,0.69,4.326,1.492,0.897,0.69,0.138,1.726,0.165,2.602,0.658,1.636,2.409,-1.098,2.822,2.364,0.892,0.002,0.006,0.009,0.001,492.028,483.594,172.828,39.464
Italy,1993,ITA,57170761.0,1529550209024.0,14.065,0.246,430.267,-7.669,-1.751,371.337,-8.86,-2.33,6.495,0.243,0.199,7.526,0.281,0.231,52.079,0.911,557.923,9.759,0.365,590.307,13177.749,13938.568,3194.792,16.164,1597.184,1034.495,7759.153,20.151,32795.352,1.219,4.18,0.073,96.872,1.694,8.33,8.443,-58.93,-1.031,59.9,1.048,26.355,0.461,257.998,4.513,0.089,5.072,1865.054,2.547,1.891,1.339,0.612,4.255,1.502,0.905,0.689,0.181,1.756,0.155,2.608,0.803,1.788,2.407,-1.185,2.799,2.346,0.896,0.002,0.006,0.009,0.001,482.68,476.247,127.656,29.669
Italy,1994,ITA,57420136.0,1573414633472.0,13.791,0.24,424.506,-5.761,-1.339,364.022,-7.315,-1.97,6.34,0.231,0.196,7.393,0.27,0.228,54.772,0.954,541.776,9.435,0.344,604.098,13602.256,14302.59,3249.564,20.234,1689.978,974.012,8013.374,25.009,32712.924,1.183,4.07,0.071,92.794,1.616,8.212,8.288,-60.484,-1.053,60.782,1.059,26.016,0.453,254.221,4.427,0.085,4.858,1860.836,2.34,1.846,1.26,0.64,4.177,1.511,0.911,0.688,0.219,1.779,0.145,2.613,0.918,1.293,2.285,-1.027,2.748,2.245,0.899,0.002,0.006,0.009,0.001,475.895,471.528,117.27,27.625
Italy,1995,ITA,57403344.0,1630199218176.0,15.31,0.267,448.595,24.089,5.675,396.198,32.176,8.839,6.902,0.243,0.205,7.815,0.275,0.232,58.417,1.018,562.67,9.802,0.345,619.409,14050.851,14698.789,3307.98,24.236,1792.89,921.615,8276.341,29.994,34040.48,1.188,4.002,0.07,102.913,1.793,8.663,8.791,-52.397,-0.913,60.782,1.059,26.768,0.466,262.968,4.581,0.087,4.985,1936.397,2.456,1.906,1.368,0.664,4.106,1.521,0.919,0.688,0.253,1.807,0.136,2.619,1.017,1.226,2.44,-0.965,2.816,2.23,0.904,0.002,0.007,0.01,0.001,504.65,497.304,114.075,25.429
Italy,1996,ITA,57162098.0,1662793023488.0,13.988,0.245,442.842,-5.753,-1.282,391.16,-5.038,-1.272,6.843,0.235,0.202,7.747,0.266,0.229,53.524,0.936,530.549,9.281,0.319,633.396,14493.691,15089.948,3361.505,28.087,1899.08,869.933,8536.994,34.631,34021.668,1.164,3.85,0.067,106.19,1.858,8.596,8.722,-51.682,-0.904,61.7,1.079,26.08,0.456,260.652,4.56,0.081,4.637,1935.798,2.198,1.826,1.292,0.593,4.029,1.529,0.926,0.686,0.283,1.833,0.127,2.621,1.092,1.099,2.411,-0.86,2.71,2.089,0.907,0.002,0.007,0.01,0.001,498.564,491.341,87.707,19.805
Italy,1997,ITA,57189272.0,1705187999744.0,14.233,0.249,448.57,5.728,1.293,411.406,20.246,5.176,7.194,0.241,0.209,7.844,0.263,0.228,54.146,0.947,535.074,9.356,0.314,647.629,14942.263,15501.354,3415.651,32.099,2009.004,832.77,8798.579,39.301,34593.875,1.155,4.013,0.07,109.923,1.922,8.716,8.997,-37.163,-0.65,62.447,1.092,26.135,0.457,261.585,4.574,0.082,4.67,1969.284,2.149,1.838,1.293,0.603,3.953,1.536,0.933,0.684,0.312,1.86,0.12,2.623,1.158,1.137,2.487,-0.502,2.679,2.087,0.911,0.002,0.007,0.01,0.001,514.545,498.48,86.504,19.284
Italy,1998,ITA,57215190.0,1744897441792.0,14.538,0.254,460.823,12.253,2.732,442.441,31.035,7.544,7.733,0.254,0.22,8.054,0.264,0.229,54.867,0.959,544.737,9.521,0.312,662.167,15403.086,15943.796,3470.518,35.986,2127.558,814.388,9062.942,43.913,35381.559,1.155,3.887,0.068,118.555,2.072,8.917,9.381,-18.382,-0.321,61.618,1.077,26.292,0.46,264.364,4.621,0.081,4.612,2014.581,2.203,1.896,1.453,0.628,3.885,1.545,0.943,0.684,0.339,1.891,0.117,2.625,1.215,1.155,2.654,-0.299,2.675,2.091,0.916,0.002,0.007,0.01,0.001,536.732,510.171,83.914,18.21
Italy,1999,ITA,57240797.0,1784529158144.0,15.277,0.267,465.506,4.683,1.016,435.092,-7.35,-1.661,7.601,0.244,0.21,8.132,0.261,0.225,53.94,0.942,560.798,9.797,0.314,677.444,15868.592,16378.888,3524.458,39.095,2256.61,783.973,9322.401,48.583,36375.102,1.161,3.109,0.054,129.051,2.255,8.993,9.342,-30.415,-0.531,61.856,1.081,26.137,0.457,259.46,4.533,0.082,4.67,2071.383,2.206,1.873,1.41,0.609,3.819,1.553,0.951,0.682,0.357,1.927,0.111,2.623,1.267,0.942,2.797,-0.507,2.56,2.13,0.921,0.002,0.007,0.01,0.001,534.766,514.779,95.292,20.471
